0,1,2,3,4,5,6,7
644,lend,[lend],"(lent,lent) vt.借出，借给","You'd better not lend him the books
borrowed from the library.","你最好不要把从图书馆借来的书借给
他。",,
645,length,[leŋθ],n.长（度）；段，节,The length of the bridge is 200 meters.,那座桥有 200 米长。,,
646,let,[let],"(let,let) vt.让",I am afraid she let us down hardly.,很遗憾，她让我们大失所望。,,
647,library,[ˈlaɪbrəri],n.图书馆,Be quiet in the library.,在图书馆要安静。,,
648,lie,[laɪ],"vi.(lay,lain)躺，卧；位
于；在于； (lied,lied)说谎
n.谎话","The man lying there lied that he had laid
the money on the table.","躺在那里的人撒谎说他把钱放在桌子上
了。",,
649,life,[laɪf],[pl.lives] n.生命；生活,Many people lost their lives in the fire.,许多人在火灾中丧生了。,,
650,lift,[lɪft],"v.举起，抬起 n.电梯；搭
便车",Would you like me to give you a lift?,愿意让我送你一程吗？,,
651,light,[laɪt],"(lit,lit或-ed,-ed) vt.点
燃，点亮 n.光；灯（光）
a.明亮的；淡的；轻的","He lighted a candle and handed the
lighted candle to me.","他点燃一支蜡烛，然后把燃烧的蜡烛递
给我。",,
652,like,[laɪk],vt.喜欢；想要 prep.像,"I like visiting friends on Sundays and I like
to visit Joan this Sunday.","我喜欢星期天拜访朋友，这个星期天我
想去拜访琼。",,
653,likely,[ˈlaɪkli],a.很可能的,It is likely to rain.,可能要下雨了。,,
654,limit,[ˈlɪmɪt],vt./n.限制，限定,Seating is limited to 500.,额定座位 500 个。,,
655,line,[laɪn],"n.线；排，行；航线 v.排
队",They have opened a new bus line.,他们新开了一条公交线路。,,
656,listen,[ˈlɪsn],vi.听，仔细听,"I was listening, but heard nothing.",我在仔细听，但什么也听不见。,,
657,little,[ˈlɪtl],"(less,least) a.小的；少的
ad.少许，稍微；几乎没
有 pron.一点，少量",He has given us not a little trouble.,他给我们带来不少麻烦。,,
658,live,[lɪv],"[lɪv] v.居住；活着；生
活；以……为主食 [laɪv] a.
活的；现场（直播）的","The live young man who lives near the
river bank once saved our lives.","住在河岸附近的那个生气勃勃的年轻人
曾救过我们的命。",,
659,load,[ləʊd],n.担子；负担,"These backpacks are designed to carry
a heavy load.",这些背包是为携带重物而设计的。,,
660,loaf,[ləʊf],"[pl.loaves] n.一条（面
包）",Too white loaves，please.,请拿两条白面包。,,
661,lock,[lɒk],n./vt.锁（上）,"Don't forget to lock the door when you
go out.",出去时别忘了锁门。,,
662,lonely,[ˈləʊnli],"a.孤独的，寂寞的；荒凉
的","I was travelling alone in the lonely
mountain.I did not feel lonely though I
was alone.","我独自走在荒凉的山野里，虽孤身一
人，但并不感到寂寞。",,
663,long,[lɒŋ],a.长（期）的 ad.长久地,"As long as you need me, I will stay.",只要你需要，我就留下来。,,
664,look,[lʊk],"vi.看；看来好像 n.看；外
表","It is reported that the police will soon
look into the case of two missing
children.","据报道，警方将迅速介入调查两名失踪
儿童的案件。",,
665,loose,[lu:s],a.松的,"She wore a long,loose coat.",她穿着一件长而宽松的外套。,,
666,lose,[lu:z],"(lost,lost) v.失去，丢失；
输",I nearly lost the opportunity.,我几乎错失了良机。,,
667,loss,[lɒs],n.丢失，丧失；损失,"The accident caused a great loss of
money.",这次事故造成了重大的财产损失。,,
668,lot,[lɒt],n.许多，大量,What a lot of presents.,礼物真多啊！,,
669,loud,[laʊd],a./ad.大声地/地,"He is making such a loud noise that I
can't study here.","他弄这么大的噪音，我不能在这儿学
习。",,
670,love,[lʌv],n./vt.爱，喜欢,"If you would be loved, love and be
lovable.（Franklin）","要想被人爱，就要去爱别人，并让自己
可爱。（富兰克林）",,
671,luck,[lʌk],n.运气，好运,Good luck to you！,祝你好运！,,
672,luggage,[ˈlʌgɪdʒ],n.行李[=(AmE)baggage],"You're only allowed to take one piece
of hand luggage onto a plane.",只允许携带一件手提行李上飞机。,,
673,magic,[ˈmædʒɪk],a.有魔力的，魔术的,His words had a magical effect on us.,他的话对我们有一种魔力般的作用。,,
674,major,[ˈmeɪdʒə(r)],a.大的；主要的；主修的,"Tom played a major part in the
improvement of teaching.",汤姆在改进教学方面起了主要作用。,,
675,majority,[məˈdʒɒrəti],n.[the~]多数，大多数,"The majority of people prefer peace to
war.",大多数人都喜欢和平而不是战争。,,
676,make,[meɪk],"(made,made) vt.做，制
造；使","He made up some excuse about his
daughter being sick.",他编了个借口，说他的女儿病了。,,
677,manage,[ˈmænɪdʒ],v.管理；设法对付,"They tried time and again and at last
they managed to escape to South
America.","他们试了一次又一次，最后设法逃到了
南美洲。",,
678,manner,[ˈmænə(r)],"n.方式；态度，举止；
[pl.]礼貌","She walked in a leisurely manner,
listening to him on that subject with a
pleasure manner，for she knew that it is
bad manners to interrupt.","她慢悠悠地走着，态度和蔼地听他谈论
这件事，因为她知道打断别人的话是不
礼貌的。",,
679,many,[ˈmeni],"(more,most) a./pron.许多","As many men, so many minds.",人各有志。,,
680,mark,[mɑ:k],"n.记号；分数；目标 vt.标
明，做记号；批分数","My teacher gave me full marks for
dictation.",老师给我的听写打了满分。,,
681,market,[ˈmɑ:kɪt],n.市场，集市；行情,"My father went to the market to buy
some vegetables.",我爸爸到集市去买了些蔬菜。,,
682,marry,[ˈmæri],vi.结婚 vt.嫁，娶,"The king took the woman to his palace
and married her.","国王将那个女人带回他的宫殿并娶了
她。",,
683,match,[mætʃ],"n.比赛；对手；配偶；火
柴 vt.与……相匹敌；与……
相配","This afternoon's match is sure to be an
exciting one ，for the two sides are well-
matched.","今天下午的比赛棋逢对手，一定很精
彩。",,
684,material,[məˈtɪəriəl],"n.布料；材料；[常pl.]素
材",Plastic is a widely-used material.,塑料是一种使用广泛的材料。,,
685,matter,[ˈmætə(r)],"n.事情，问题；物质 vi.要
紧，有关系",Does it matter what I think?,我怎么想重要吗？,,
686,may,[meɪ],v.可以；也许，可能,"Such an experienced teacher may
sometimes make mistakes.","经验这么丰富的老师有时也可能出差
错。",,
687,me,[mi],pron.我（宾格）,Let me have a look.,让我看一看。,,
688,mean,[mi:n],"(meant,meant) vt.意思
是；意欲，打算","“That would mean wasting a lot of
labor.”Really？I don't mean to waste
any labor.”","“那将意味着浪费许多劳动力。”“是
吗？我没打算浪费劳动力。”",,
689,means,[mi:nz],n.[单复同]方法，手段,"Driving is the quickest means of getting
there.",开车去那里是最快的方法。,,
690,meanwhile,[ˈmi:nwaɪl],ad.同时,"Jim went to answer the phone.
Meanwhile, Harry started to prepare
lunch.","吉姆去接电话，与此同时，哈里开始准
备午饭。",,
691,measure,[ˈmeʒə(r)],v.量，测量；评价,"She measured her daughter for a new
dress.",她为女儿量制新衣。,,
692,medicine,[ˈmedsn],n.药；医疗，医学,A good medicine tastes bitter.,[谚]良药苦口。,,
693,meet,[mi:t],"(met,met) v.遇见，碰
到；符合 n.（运动）会",I met your sister on the way.,我在半路上遇见了你妹妹。,,
694,mental,[ˈmentl],a.精神的，脑力的,"The basic rule of physical and mental
health is to keep smiling.",养身之道，喜笑颜开。,,
695,mention,[ˈmenʃn],vt./n.提到，说起,"He speaks French, not to mention
English.",他能说法语，英语就更不用说了。,,
696,mercy,[ˈmɜ:si],n.怜悯，仁慈,"They were lost at sea, at the mercy of
wind and weather.","他们在海上迷失了方向，任由风和天气
摆布。",,
697,merely,[ˈmɪəli],ad.仅仅，只不过,"We went there merely for enjoying
ourselves.",我们去那儿只不过想玩得开心。,,
698,mess,[mes],n.混乱，混杂,"Tom is very untidy；he always leaves his
room in a mess.","汤姆非常不爱整洁，他的房间总是乱七
八糟的。",,
699,message,[ˈmesɪdʒ],n.消息，信息,Can you take a message for me？,你能替我带个口信吗？,,
700,method,[ˈmeθəd],n.方法，办法,"I think we should try again using a
different method.",我想我们应该用不同的方法再试一次。,,
701,middle,[ˈmɪdl],a.中间的；中等的 n.中间,There is a car in the middle of the road.,路中间有辆汽车。,,
702,might,[maɪt],v.可以；也许,"You might find it is a little cold in the
train.",你也许会发现在火车里有点冷。,,
703,million,[ˈmɪljən],num.百万,"The population of that city is about eight
million.",那个城市约有八百万人口。,,
704,mind,[maɪnd],"n.头脑，思想；主意 vt.注
意；关心；介意","My parents don't mind what job I do as
long as I am happy.","我父母不介意我做什么工作，只要我高
兴就行。",,
705,minority,[maɪˈnɒrəti],n.少数（派）；少数民族,"The Chinese nation includes more than
50 national minorities besides the Hans.","除汉族外，中华民族还有五十多个少数
民族。",,
706,minute,['mɪnɪt],n.分钟；一会儿，片刻,I'll tell him the minute he comes.,他一来我就告诉他。,,
707,miss,[mɪs],vt.错过；想念,"Miss Rose missed the only bus that could
take her to see her parents whom she
missed very much.","罗斯小姐错过了唯一一辆能带她去见想
念已久的父母的公共汽车。",,
708,mistake,[mɪˈsteɪk],"(mistook,mistaken) vt.弄
错；（for）（把……）错
认 n.错误","I think you must be mistaking me for
someone else.",我看你准是认错人了。,,
709,moment,[ˈməʊmənt],n.片刻，瞬间,"This is not the right moment to invite me,
I am too tired to walk.","现在不是邀请我散步的恰当时间，我都
累得走不动了。",,
710,more,[mɔ:(r)],"(much,many的比较级）
ad.更 pron.更多的量，另
外的一些","He worked no more than a week, so he
could get not more than 100 yuan.","他只干了一个星期，因此他至多能得到
100 元。",,
711,most,[məʊst],"(much,many的最高级）
ad.最；非常 pron.大部
分，大多数","This is a most interesting book but it is not
the most interesting book I have ever
read.","这是一本非常有趣的书，但不是我看过
的最有趣的书。",,
712,move,[mu:v],"v.移动，搬动；搬家；感
动","My parents kept moving house because
of my dad's job.","因爸爸工作的缘故，我父母不断地搬
家。",,
713,much,[mʌtʃ],"(more,most) ad.非常，
很 pron.许多，大量","Given much more time, we will read
more books.","给我们更多地时间，我们将会阅读更多
的书。",,
714,murder,[ˈmɜ:də(r)],vt.谋杀,"The police were trying to find out who
had murdered the mayor.",警方正在追查是谁谋杀了市长。,,
715,music,[ˈmju:zɪk],n.音乐，乐曲,"I like classical music better than popular
music.","比起流行音乐家来，我更喜欢古典音
乐。",,
716,must,[məst],v.必须；一定,This must be the book you want.,这一定是你要的那本书了。,,
717,nail,[neɪl],n.钉子；指甲,You must stop biting your nails.,你必须戒掉咬指甲的习惯。,,
718,name,[neɪm],"n.名字 vt.命名；说出……
的名字；选中","This coastal area was named a national
wildlife reserve last year.","去年这片沿海地区被提名为国家野生动
物保护区。",,
719,narrow,[ˈnærəʊ],a.狭窄的；仅仅，勉强,"They all went up some narrow steps into
a large room.","他们都是走上几个狭窄的台阶才进入一
间大房间的。",,
720,national,[ˈnæʃnəl],"a.民族的；国家的，国有
的",This is the national dress of our country.,这是我们国家的民族服装。,,
721,native,[ˈneɪtɪv],"a.本国的；土生土长的；
生来的",She returned to her native land.,她回她的祖国去了。,,
722,natural,[ˈnætʃrəl],a.自然（界）的；天生的,"It is natural that we should try to improve
our standard of living, but not at any
cost.","我们应当努力提高生活水平，但不能不
惜任何代价。",,
723,nature,[ˈneɪtʃə(r)],"n.自然（界）；性质；种
类",Just let nature take its course.,就顺其自然吧。,,
724,near,[nɪə(r)],"prep.接近 a.近的；接近的
ad.接近；几乎","Tony is near to me, but Jack is far from
me.",托尼离我很近，但是杰克离我很远。,,
725,nearly,[ˈnɪəli],ad.差不多，几乎，将近,"Nearly four decades later, I still look
back fondly to that golden day at sea.","近四十年过去了，我依然怀念海上的那
段美好时光。",,
726,"necessar
y",[ˈnesəsəri],"a.必需的，必要的；必然
的","It is necessary that he (should) come
here every Sunday.",他有必要每个星期天都到这里来。,,
727,need,[ni:d],n./vt./modal v.需要,The house needs cleaning.,这栋房子需要清扫。,,
728,neither,[ˈnaɪðə(r)],pron.（两者）都不,Neither of them can cook.,他们俩都不会烹饪。,,
729,nervous,[ˈnɜ:vəs],a.紧张不安的,"Nobody knows what she is nervous
about.",没有人知道她为什么紧张不安。,,
730,nice,[naɪs],a.美好的，令人愉快的,"Some shoes are not good, but they look
very nice.",有些鞋质量不好，但很好看。,,
731,night,[naɪt],n.夜晚，黑夜,The party went on all night.,聚会持续了一整夜。,,
732,no,[nəʊ],ad.不 det.没有，无,The room has no windows.,那个房间没有窗户。,,
733,nod,[nɒd],n./v.点头（致意);打盹,Tony nodded his head.,托尼点了点头。,,
734,noise,[nɔɪz],n.声音，噪音,I heard a noise in the next room.,我听到隔壁房间有声音。,,
735,none,[nʌn],"pron.没有人，没有任何
东西","“Wow！you've got so many
clothes？”“ But none of them are in
fashion now.”","“哇塞！你有这么多衣服呀！“但是没有
一件赶时髦的。”",,
736,normal,[ˈnɔ:ml],a.正常的，一般的,"It's normal to feel tired after doing hard
work.",做劳累的工作后感觉疲劳是正常的。,,
737,northern,/'nɔːð(ə)n/,"a.北方的，北部的；向北
的","The north half of the earth is called the
Northern Hemisphere.",地球的北半部分称为北半球。,,
738,not,[nɒt],ad.不,I don't know his name.,我不知道他的名字。,,
739,note,[nəʊt],"n.便条；钞票，纸币；笔
记；注释；音符，音调 vt.
记下，记录；注意",Please make a note of the dates.,请记下日期。,,
740,nothing,[ˈnʌθɪŋ],"pron.没有任何东西，没
有什么；无关紧要的东西
或事 ad.一点也不，并不",She'd had nothing but had luck.,她有的只不过是倒霉。,,
741,notice,[ˈnəʊtɪs],"vt.注意到；通知 n.布告，
通知；注意",Take a notice of what he says.,注意他所说的话。,,
742,now,[naʊ],ad.现在；立刻，马上,It's raining now!,现在正在下雨。,,
743,"nowaday
s",[ˈnaʊədeɪz],ad.当今，现在,"Old English is very different from the
English we speak nowadays.","古英语与我们今天所说的英语有很大的
区别。",,
744,nuclear,[ˈnju:kliə(r)],a.核能的，原子核的,"Nuclear weapons threaten the peace
and security of the world.",核武器威胁着世界的和平与安全。,,
745,number,[ˈnʌmbə(r)],n.数字，号码,"A number of teachers are present
today, and the number of them is 300.",许多教师都出席了，有 300 人。,,
746,obey,[əˈbeɪ],vt.服从，遵守,"Everyone obeys the rules and anybody
who breaks the rules is punished.","人人遵守规则，任何人违反了规则都要
受罚。",,
747,object,[ˈɒbdʒɪkt],n.物体；目标；宾语,"Tell me the names of the objects in this
room.",告诉我这屋里的东西的名称。,,
748,observe,[əbˈzɜ:v],"vt.注意到；观察；监视，
观测；遵守（法律等）","The police observed that the driver did
not observe the traffic rules.","警察注意到那位司机没有遵守交通规
则。",,
749,obvious,[ˈɒbviəs],"a.(to)显而易见的，明显
的","It was obvious to everyone that the child
had been hardly treated.",人人一看便知，那个孩子受过虐待。,,
750,occupy,[ˈɒkjupaɪ],"vt.占据，占领，占用；使
忙碌，使从事","She occupied herself with routine office
tasks.",她忙于办公室的日常工作。,,
751,occur,[əˈkɜ:(r)],vi.发生；出现；想起,I didn't occur to her to ask for help.,她没想到请别人帮忙。,,
752,of,[əv],"prep.……的（表示所属、
数量、其中）",He is a man of ability.,他是个有能力的人。,,
753,offer,[ˈɒfə(r)],"vt./n.提供；主动提出；
开价",The boys offer to help the old woman.,男孩们主动提出要帮助那个老太太。,,
754,office,[ˈɒfɪs],n.办公室,She works in an office.,她在办公室工作。,,
755,once,[wʌns],ad.一次；曾经 conj.一旦,The water is fine once you're in.,你一旦下了水，就会觉得水里挺舒适。,,
756,one,[wʌn],"num.一 pron.一个人，任
何人；（同种类的）物",No one knew why the war broke out.,没有人知道战争爆发的原因。,,
757,oneself,[wʌnˈself],"pron.（某人）自己，自
身","I borrowed some books for myself, but
when I was going to read them, the
lamp went out of itself and I had to sit in
the dark by myself.","我自己借了一些书，正打算读，这时灯
却自动灭了，我不得不独自坐在黑暗
中。",,
758,only,[ˈəʊnli],"a.唯一的，仅有的 ad.仅
仅，只；只是","Only after they had discussed the
matter for several hours did they reach
a decision.","他们对此事讨论了几个小时之后才做出
决定。",,
759,open,[ˈəʊpən],v.开，打开 a.开着的,"It suddenly occurred to him to open the
box.",他突然想到打开箱子看看。,,
760,operate,[ˈɒpəreɪt],"v.动手术；操作；实施，
负责，经营；运转","The doctor began to operate on his
mother.",医生开始给他妈妈做手术。,,
761,opinion,[əˈpɪnjən],n.看法，见解,"In my opinion, it's a very sound
investment.",依我看，这是一项十分可靠的投资。,,
762,opposite,[ˈɒpəzɪt],"a.对面的；相反的
ad./prep.在……对面
n.[the~]相反的人/事","John and Mary sat at opposite ends of
the table.",约翰和玛丽面对面坐在餐桌两侧。,,
763,or,[ɔ:(r)],conj.或者，还是；否则,We stayed for an hour or so.,我们停留了一个小时左右。,,
764,order,[ˈɔ:də(r)],"vt.命令；订购；点菜 n.命
令；顺序；订单","He ordered his secretary to place an
order for 100 books and arrange them in
order of size.","他命令秘书去订购 100 本书并把它们
按大小顺序排列。",,
765,ordinary,[ˈɔ:dnri],a.普通的,It was a piece of ordinary dance music.,那是一首普通的舞曲。,,
766,"organize/
-ise",[ˈɔ:gənaɪz],vt.组织,They organized a new political party.,他们组建了一个新政党。,,
767,other,[ˈʌðə(r)],"pron./a.另一（的），其
他（的）","The form cannot be signed by anyone
other than yourself.","除了你自己，任何人都不能签这个表
单。",,
768,otherwise,[ˈʌðəwaɪz],"ad.否则，不然；除此以
外；在其他方面","You must wash your hands before you
eat ，otherwise you will get an upset
stomach.","饭前必须洗手，不然的话，你的胃会不
舒服的。",,
769,ought,[ɔ:t],v.（to）应当，应该,"By now his restaurant ought to be full of
people.",这个点他的餐厅应该是宾客盈门的。,,
770,outer,[ˈaʊtə(r)],a.外面的，外部的,"The core of the earth is made up of a
liquid outer core, and a solid inner core.","地核是由一个液体的外核和一个固体的
内核组成的。",,
771,over,[ˈəʊvə(r)],"ad.翻转；遍布；越过；
全部结束 prep.（数目、
程度）超过；在……以
上；遍及",They have travelled all over the world.,他们游遍了全世界。,,
772,overcome,[ˌəʊvəˈkʌm],vt.战胜，克服,"She finally overcame her fear of the
dark.",她终于克服了对黑暗的恐惧。,,
773,owe,[əʊ],vt.欠（债等）；归功于,He owns his success to hard work.,他的成功是靠勤奋工作。,,
774,own,[əʊn],a.自己的 vt.拥有,"He has a house of his own, and the
house was built on his own last year.","他有自己的一栋房子，这栋房子是去年
他独自建的。",,
775,pace,[peɪs],n.步伐；（一）步；节奏,Keep pace with the times.,与时俱进。,,
776,pack,[pæk],"v.收拾（行李），装
（箱）；包装","Kelly packed her things before
breakfast.",凯莉早饭前整理好了行装。,,
777,pain,[peɪn],"n.疼，痛；痛苦；[pl.]辛
苦，努力",She felt a sharp pain in her stomach.,她感到胃部一阵剧痛。,,
778,paint,[peɪnt],"v.（用颜料等）画，绘
画；涂（色）；
（给……）上油漆 n.油漆",I painted the wall white.,我把墙涂成白色。,,
779,pair,[peə(r)],n.一双，一对,Work in pairs.,两人一组练习。,,
780,paragraph,[ˈpærəgrɑ:f],n.（文章)段落,Start a new paragraph here.,从这里开始另起一段。,,
781,pardon,[ˈpɑ:dn],n./vt.原谅，宽恕；赦免,"Oh, pardon me, I didn't mean to disturb
you.",噢，对不起，我不是有意打扰你。,,
782,part,[pɑ:t],"n.部分；角色；部位；零
件 a.局部的，部分的 v.分
离；分割","How many countries took part in the last
Olympic Games?",有多少个国家参加了上届奥运会？,,
783,particular,[pəˈtɪkjələ(r)],"a.特别的；特定的；挑剔
的","Please don't be too particular about her
job.",请不要对她的工作太挑剔。,,
784,partner,[ˈpɑ:tnə(r)],n.合作者，搭档,Clare's my tennis partner.,克莱尔是我的网球搭档。,,
785,pass,[pɑ:s],"v.经过；（时间）过去；
通过（考试等）；传递；
超过","The road is only wide enough for small
cars to pass.",这条路的宽度只够小汽车通过。,,
786,passage,[ˈpæsɪdʒ],"n.通道，走廊；（文章等
的）一节、一段","The police forced a passage through
the crowd.",警察在人群中强行开辟出一条通道。,,
787,passive,[ˈpæsɪv],a.消极的，被动的,"In spite of my efforts the boy remained
passive.",尽管我很努力，那个男孩还是很消极。,,
788,passport,[ˈpɑ:spɔ:t],n.护照,"You need a passport to enter a foreign
country.",进入外国国境需要护照。,,
789,patient,[ˈpeɪʃnt],n.病人 a.有耐心的,Be patient when you examine patients.,给病人做检查时要有耐心。,,
790,pay,[peɪ],"(paid,paid) v.付酬；付
款；偿还 n.工资",I'll pay you back on Friday.,我星期五还你钱。,,
791,peace,[pi:s],n.和平；平静,They live together in peace.,他们和睦相处。,,
792,percent,[pə: sent],n.百分之……,Three percent of the money is mine.,百分之三的钱是我的。,,
793,perform,[pəˈfɔ:m,v.履行；表演；运转,"You are expected to perform your
duties.",你应该履行你的义务。,,
794,permit,[pəˈmɪt],v.许可，允许,Permit me to lead the way，sir.,先生，请让我来带路吧。,,
795,personal,[ˈpɜ:sənl],a.个人的，私人的,"In my personal opinion, I am against the
plan.",依我个人的意见，我反对那项计划。,,
796,persuade,[pəˈsweɪd],vt.劝说；说服,"I've persuaded him to stop smoking by
advising him many times.",通过多次劝告，我说服他戒了烟。,,
797,pick,[pɪk],vt.挑剔；摘,He picked out the ripest peach for me.,他给我挑了个最熟的桃子。,,
798,pile,[paɪl],n.堆，摞；大量，大批,I have got piles of work to do today.,我今天有大量的工作要做。,,
799,pity,[ˈpɪti],"n.怜悯，同情；遗憾，可
惜",It's a pity that you can't stay longer.,你不能再多停留些时间，真是遗憾。,,
800,place,[pleɪs],"n.地方，地点 vt.放置；安
置，安排","From now on I will take the place of
Mr.George as chairman of the meeting.","从现在起我将代替乔治先生担任会议的
主席。",,
801,plain,[pleɪn],"a.朴素的；普通的；率直
的",Jane Eyre is a plain girl.,简·爱是一个普通的女孩子。,,
802,plan,[plæn],n./vt.计划，打算,"What plans do you have for the
holidays?",你打算怎么度假？,,
803,play,[pleɪ],"v.玩耍；演奏，播放；扮
演；比赛 n.玩耍；戏剧",He is learning to play the piano.,他在学习弹钢琴。,,
804,pleasant,[ˈpleznt],a.令人愉快的，舒适的,We had a pleasant time.,我们度过了一段愉快的时光。,,
805,please,[pli:z],v.取悦，使高兴 int.请,I did it to please my parents.,我这么做是要让父母高兴。,,
806,pleased,[pli:zd],a.高兴的,"He was pleased to give up the lifestyle
of a rich man.",他很高兴放弃富人的生活方式。,,
807,pleasure,[ˈpleʒə(r)],n.愉快，高兴,"The garden has given pleasure to many
people.",那座花园给了很多人快乐。,,
808,plenty,[ˈplenti],pron./n.充足，大量,There is plenty of time.,时间充裕。,,
809,point,[pɔɪnt],"v.指，指向 n.点；要点；
得分","He was always very keen to point out
my mistakes.",他总是急不可待地指出我的错误。,,
810,polite,[pəˈlaɪt],a.有礼貌的,"It's polite to say “thank you”, and to
open doors for people.",说“谢谢”和为别人开门是礼貌行为。,,
811,political,[pəˈlɪtɪkl],a.政治的,"His political views are suitable for the
development of the country.",他的政治观点符合这个国家的发展。,,
812,pollution,[pəˈlu:ʃn],n.污染（物）,"We must stop the pollution of our
beaches.",我们必须制止对海滩的污染。,,
813,popular,[ˈpɒpjələ(r),"a.流行的，受欢迎的；大
众的","It's very popular with many people, but
there are still some people who do not
like it at all.","它受很多人欢迎，但也有人一点也不喜
欢。",,
814,population,"[ˌpɒpjuˈleɪʃ
n]",n.人口,The population of China is very large.,中国的人口很多。,,
815,port,[pɔ:t],n.港口（城市）,Our country has many ports.,我们国家有许多港口。,,
816,position,[pəˈzɪʃn],n.位置；地位；职位,Is everybody in position？,大家都就位了吗？,,
817,possession,[pəˈzeʃn],"n.拥有，所有；[常pl.]财
产","My riches consist not in the extent of my
possessions, but in the fewness of my
wants.","我的财富不在于财产之多，而在于欲望
之少。（布拉德顿）",,
818,possible,[ˈpɒsəbl],a.可能的,Is it possible to get tickets for the game?,弄得到比赛的门票吗？,,
819,post,[pəʊst],"n.邮寄；邮政；邮件；柱
子，杆子；职位，岗位 vt.
投寄，邮寄",I send you a present by post.,我寄给你一件礼物。,,
820,pour,[pɔ:(r)],"v.倒；不断流出；（雨）
倾盆而下；涌进/出",Blood was pouring from his nose.,血从他鼻子里涌出来。,,
821,power,[ˈpaʊə(r)],"n.力；势力，权力；强
国；电力",I did everything in my power to help her.,我已竭尽全力帮助她。,,
822,powerful,[ˈpaʊəfl],"a.强大的，有力的；强壮
的","It contains a powerful drug which
affects mosquitoes.","它含有一种强效的药物，可以防止蚊虫
叮咬。",,
823,practice,[ˈpræktɪs],n.练习；实践,"You have to put what you have learned
into practice.",你必须把所学的知识运用到实践中去。,,
824,praise,[preɪz],vt./n.赞扬，表扬,"He praised his team for their
performance.",他称赞了队员们的表现。,,
825,precious,[ˈpreʃəs],a.宝贵的，珍贵的,Diamonds are precious stones.,砖石是一种宝石。,,
826,predict,[prɪˈdɪkt],vt.预言，预测,"The doctor predicted that the patient
would be walking again in a week.","医生预测这位病人一周后就能行走如
常。",,
827,prefer,[prɪˈfɜ:(r)],vt.宁愿；更喜欢,"Which kind of transport do you prefer to
use： bus or train?","你喜欢使用哪种交通工具：公共汽车还
是火车？",,
828,prepare,[prɪˈpeə(r)],v.准备，预备；筹备,"The teacher is preparing the reviewing
exercises, and the students are
preparing for the final examination.","老师正在准备复习用的练习，而学生们
正在为期末考试做准备。",,
829,present,[ˈpreznt],"n.礼物，赠品 a.在场的，
出席的；目前的 vt.提
出；展示；赠送","The boy present at the meeting was
considering asking his father for a book
on the present tense as a birthday
present.","出席会议的男孩正考虑向他父亲要一本
关于现在时的书作生日礼物。",,
830,preserve,[prɪˈzɜ:v],"vt.保护，维持；保存，保
藏","The city should take steps to preserve
the old temple.",本市应该采取措施保护这座古庙。,,
831,press,[pres],vt.压，按 n.[the~]新闻界,It was reported in the press.,这已被媒体报道。,,
832,pressure,[ˈpreʃə(r)],n.压力，压强；压迫,The team performs well under pressure.,这个队在压力下表现良好。,,
833,pretend,[prɪˈtend],v.假装；扮作,"When I came in, he pretended to be
reading.",我进来时，他假装正在读书。,,
834,prevent,[prɪˈvent],vt.防止，阻止,"The heavy rain prevented me from
going.",大雨使我无法前往。,,
835,price,[praɪs],n.价格；代价,"The price of cigarettes is set to rise
again.",香烟又要涨价了。,,
836,pride,[praɪd],n.骄傲，自豪,She takes pride in her handsome sons.,她以她英俊的儿子们而自豪。,,
837,primary,[ˈpraɪməri],"a.首要的，基本的；最初
的，初级的",Personal safety is of primary importance.,人身安全至关重要。,,
838,print,[prɪnt],vt.印刷，出版,His new novel will be printed next month.,他的新小说将于下个月出版。,,
839,private,[ˈpraɪvət],"a.私人的；秘密的，私下
的",The car is his private property.,那部汽车是他的私人财产。,,
840,probably,[ˈprɒbəbli],ad.很可能，大概,It will probably rain tonight.,今晚很可能要下雨。,,
841,problem,[ˈprɒbləm],n.问题；难题,I can't solve this problem.,我无法解决这个问题。,,
842,produce,[prəˈdju:s],"vt.生产，制造；引起，产
生",This factory produces cars.,这家工厂是制造汽车的。,,
843,profit,[ˈprɒfɪt],"n.利润；收益，益处 v.有
利于，有益于；获益，得
益",I hope you will profit from the lesson.,我希望你能从这次教训中获益。,,
844,progress,[ˈprəʊgres],"vi./n.进步，进展；缓慢
行进","I am afraid we are not making much
progress.",恐怕我们进展不大。,,
845,promise,[ˈprɒmɪs],n.诺言 vt.许诺，答应,"Father promised to buy a new bike for
me, but he didn't permit me to do it
myself.","父亲答应给我买一辆新自行车，但他不
允许我自己去买。",,
846,promote,[prəˈməʊt],"vt.促进，发扬；提升，提
拔；增进，助长；推销",We should promote world peace.,我们应该促进世界和平。,,
847,proper,[ˈprɒpə(r)],"a.恰当的，合适的，正确
的",Everything was in its proper place.,一切都井井有条。,,
848,properly,[ˈprɒpəli],ad.适当地，正确地,The television isn't working properly.,这台电视机运转不正常。,,
849,protect,[prəˈtekt],vt.保护,"He protected his hands from the cold
with gloves.",他用手套保护手不受寒。,,
850,proud,[praʊd],a.骄傲的，自豪的,"The proud hate pride in others.
（Franklin）","骄傲自大的人憎恨别人的骄傲自大。
（富兰克林）",,
851,prove,[pru:v],vt.证明；证明是,"You needn't prove the truth of the
news , which has proved (to be) truth.","你不必证明这消息的真实性了，它已表
明是真的。",,
852,provide,[prəˈvaɪd],vt.提供,The sun provides us with light and heat.,太阳给我们提供光和热。,,
